hotspot,time,t2m,tp,EVI,lwe_thickness,Population
USHighPlain,April 2006,0.9704433497536946,0.19704433497536947,0.4039408866995074,0.25123152709357377,0.23645320197044334
USHighPlain,May 2006,0.7881773399014779,0.019704433497536946,0.14285714285714285,0.18719211822660098,0.2413793103448276
USHighPlain,June 2006,0.7487684729064039,0.04926108374384237,0.04433497536945813,0.06896551724137931,0.24630541871921183
USHighPlain,July 2006,0.768472906403941,0.35467980295566504,0.06896551724137931,0.06403940886699502,0.2512315270935961
USHighPlain,August 2006,0.5714285714285714,0.8374384236453202,0.16748768472906403,0.10837438423645321,0.2561576354679803
USHighPlain,September 2006,0.04433497536945813,0.7487684729064037,0.6059113300492611,0.19704433497536947,0.26108374384236455
USHighPlain,October 2006,0.27586206896551724,0.2315270935960591,0.625615763546798,0.21674876847290642,0.2660098522167488
USHighPlain,November 2006,0.6009852216748768,0.2561576354679803,0.5763546798029677,0.20689655172413793,0.270935960591133
USHighPlain,December 2006,0.8472906403940886,0.9605911330049262,0.2857142857142857,0.2413793103448276,0.27586206896551724
USHighPlain,January 2007,0.054187192118226604,0.7192118226600985,0.014778325123152709,0.33004926108374383,0.28078817733990147
USHighPlain,February 2007,0.17733990147783252,0.47783251231527096,0.07881773399014778,0.39408866995073893,0.2857142857142857
USHighPlain,March 2007,0.9261083743842364,0.9507389162561577,0.8226600985221675,0.3497536945812808,0.29064039408866993
USHighPlain,April 2007,0.10344827586206896,0.7044334975369454,0.916256157635468,0.6009852216748768,0.2955665024630542
USHighPlain,May 2007,0.6502463054187192,0.9310344827586207,1.0,0.6403940886699507,0.30049261083743845
USHighPlain,June 2007,0.1724137931034483,0.7635467980295566,0.9556650246305419,0.6896551724137931,0.3054187192118227
