,+10% population,+1K temperature,+10% precipitation,+10% EVI,+10% LWE thickness,+10% discharge,Model,Hotspot
55,0.33614911690559,0.800648898222847,0.85695516912214,0.6797605191100904,0.729915742619738,0.7324810416175125,0.7299100613853836,Turkey
56,0.1677340479402355,0.6328735344363045,0.6694634976137955,0.5122869082951367,0.558976245452976,0.5600956557070749,0.5589714142514955,Turkey
57,0.06782831720133735,0.5336606373270201,0.5690659474044396,0.41270927005661406,0.45653755198366985,0.45722542541238786,0.45653344363215875,Turkey
58,0.051274095006682875,0.5164073374696762,0.5757065624925615,0.39467475806200913,0.4374431094757354,0.43745515181037287,0.4374396158205428,Turkey
59,0.08276813476780834,0.5460765864364642,0.6266741676899034,0.4211388203713165,0.46639075722867646,0.46579852320062204,0.4663877862982262,Turkey
60,0.09351079842668396,0.5462267107037886,0.6402988907580889,0.42826881459413657,0.4745817806006136,0.47426665194497586,0.47457925418422336,Turkey
61,0.09386542900851735,0.5377262872768263,0.6372567792005103,0.42040741341526305,0.47238030787030927,0.47245854348835153,0.4723781594592698,Turkey
62,0.10938861141079605,0.5487205564365358,0.6440829712145588,0.42981269289606666,0.48534359169825797,0.4859417132156495,0.4853417647349702,Turkey
63,0.15395574329914996,0.591797111824331,0.6712461264373376,0.4701006141110627,0.5273475976016212,0.5290553529328494,0.5273460439906996,Turkey
64,0.17039252726755927,0.6091481143257115,0.6699883855996249,0.4832792212619088,0.5412185110633058,0.5431301809966672,0.5412171899054524,Turkey
65,0.11945797059521854,0.5566145636325946,0.6055347589320833,0.42972000777209884,0.4877157500010315,0.48922884038424613,0.48771462651634867,Turkey
66,0.15886058205423792,0.5914017312988571,0.6383118459640745,0.46738727670363966,0.5245481723852214,0.5255056994562364,0.5245472169976201,Turkey
