,+5% population,0.5K temperature,+5% precipitation,+5% EVI,+5% LWE thickness,+5% discharge,Model,Hotspot
187,0.5191555408484705,0.5558196734503575,0.6205457888934203,0.5021567322550069,0.5524852801509568,0.550060281386056,0.5524852801315938,USHighPlain
188,0.4903828507655761,0.5262270360729033,0.5872723531938713,0.47244751389213446,0.5225518487226544,0.5205594121367421,0.5225518487053642,USHighPlain
189,0.3931015037721184,0.4284420636275471,0.48428159992235664,0.3740679268037552,0.42475728799071555,0.4227053924404721,0.42475728797527623,USHighPlain
190,0.35003925838385785,0.3845654468785744,0.43691143938717425,0.33214537283206,0.38102745614766564,0.3788689253724513,0.3810274561338791,USHighPlain
191,0.3637262719626886,0.39735465527687297,0.4485190646497148,0.3466932473426443,0.39369972543062404,0.3911239244435103,0.39369972541831344,USHighPlain
192,0.3323433105242153,0.36512098434584384,0.41808554211858806,0.31566105376402076,0.3613059887320338,0.35871784573300114,0.361305988721041,USHighPlain
193,0.2556873702627769,0.28767163313362776,0.34206235047338107,0.23971953166520765,0.2836428173778007,0.2806541215584111,0.2836428173679846,USHighPlain
194,0.2124827356146768,0.24188334827715985,0.30427056350139003,0.19738450614905356,0.23817825600286802,0.23500568269018918,0.23817825599410258,USHighPlain
195,0.22536747532436952,0.2536358196729487,0.33194089373153424,0.20517465432958426,0.25030084496376714,0.2472545776058317,0.25030084495594007,USHighPlain
196,0.27631639501772165,0.3033898318013324,0.38744134231385186,0.2561669995930931,0.3002552338080178,0.2974216989994787,0.3002552338010287,USHighPlain
197,0.33152333272213697,0.35784040608931944,0.43983460582049005,0.31451277086548557,0.3544694459353972,0.351705302226645,0.3544694459291562,USHighPlain
198,0.38300455854415194,0.4085460436077746,0.49083026250047546,0.3681042771963421,0.4049595582057295,0.4019219880818623,0.4049595582001564,USHighPlain
199,0.4712335762061248,0.49655059548819525,0.5740716103133643,0.45406276368544507,0.49272217695310383,0.49014301361559287,0.49272217694812737,USHighPlain
200,0.5338154917801734,0.5577461346139412,0.6351382527843881,0.5137242168749256,0.5540503793613909,0.5520544842632364,0.5540503793569471,USHighPlain
201,0.5919620083597152,0.6152662555909847,0.6927869088969802,0.5732403492533398,0.6118099726897668,0.6101217236041483,0.6118099726857986,USHighPlain
202,0.6426311710872239,0.6652884808067827,0.7384878564614543,0.6230340155239624,0.661610355485801,0.6603711842909215,0.6616103554822577,USHighPlain
203,0.6489021100481958,0.6709504493951031,0.7445772976347742,0.6276717447585933,0.6670008586853322,0.6661701710141361,0.6670008586821681,USHighPlain
204,0.6919259799298509,0.7126419272119024,0.7870269882269676,0.6727198487681396,0.7089245746138286,0.7084242028149568,0.7089245746110033,USHighPlain
205,0.6752709377354591,0.6939109758372319,0.7730224752997649,0.6555365935018382,0.6905545600367126,0.690325081806883,0.6905545600341897,USHighPlain
206,0.6919075488328934,0.7105187495485505,0.788299263005116,0.6692599723581323,0.7069156396797669,0.7067548757380087,0.706915639677514,USHighPlain
207,0.7379219445619123,0.7552770138833971,0.8310707046884045,0.7120738171968644,0.7518467581516863,0.7518191304461901,0.7518467581496746,USHighPlain
208,0.6924396962219987,0.7092259708330819,0.7900052355702927,0.6643154020961767,0.7058158129252718,0.705981325206204,0.7058158129234754,USHighPlain
209,0.6859585812667186,0.7022226933428912,0.7818456706082855,0.6604439800490152,0.6985307716531433,0.6987963777193611,0.698530771651539,USHighPlain
210,0.6829360474917708,0.6980430058446689,0.7772390516243353,0.6597117516382979,0.694162438254976,0.6945437929272653,0.6941624382535435,USHighPlain
211,0.6361026588243557,0.6499034348386137,0.7345539291299288,0.6152797857382337,0.6463366221711793,0.6467730081839416,0.6463366221699003,USHighPlain
212,0.6301747805617133,0.6430795855558005,0.7289085087433138,0.6064237130142207,0.6397318617039986,0.6405324210211656,0.6397318617028565,USHighPlain
0,0.20100252671385552,0.20100252671385552,0.20100252671385552,0.20100252671385552,0.2018921409319825,0.20100252671385552,0.20100252671385552,Greece
1,0.20843684265884316,0.19623637101561153,0.21198779712829202,0.2038298629308135,0.2064030931959343,0.20543861280811784,0.2058281426936967,Greece
2,0.34316950602559504,0.32601242997310664,0.34638817631686536,0.33475641561027697,0.3382029301808681,0.3371673701975971,0.3378313443032062,Greece
3,0.6092930252397595,0.5912535263023986,0.6166274515611498,0.6022326738856105,0.6060831672831961,0.6055768069143556,0.6058430143240451,Greece
4,0.8072892714933424,0.7921618003805695,0.8170380021820397,0.799020588095964,0.8031278061832563,0.8036051165699742,0.8029725972604849,Greece
5,0.8727756470841201,0.8587017431565983,0.8980979958887202,0.8649274894683615,0.8685209056008506,0.8695077081420838,0.8684205953244625,Greece
6,0.7571532672542031,0.7324387175277565,0.794935000251766,0.7455623994708894,0.7486643221874254,0.7504413003136938,0.7485994924639184,Greece
7,0.7842638017579834,0.7565129401330681,0.8147883297349847,0.7707931003537993,0.7740818050129661,0.7758940184928946,0.7740399060849469,Greece
8,1.003446359854983,0.9742002668876044,1.0264155138830704,0.9907597561874086,0.9937353774290235,0.995996548144814,0.9937082984893922,Greece
9,1.0415633597011735,1.0151488468436543,1.0696030302193664,1.026127738785479,1.029026350076845,1.030691733379108,1.0290088491763156,Greece
10,0.9186831041389177,0.8962887489166053,0.9504564653593699,0.903145742886131,0.9053631358894706,0.9068762026302408,0.9053518251984497,Greece
11,0.775680634265553,0.753249439601962,0.8039316813002187,0.7581772424686799,0.7602894261852996,0.7627093520394643,0.7602821161768143,Greece
12,0.8005915119171756,0.7772939456502174,0.8279626438320686,0.7817424316073478,0.78333993822763,0.7861202940460559,0.7833352138280372,Greece
13,0.7105074261384837,0.6854347775346877,0.7305021067298793,0.6881018227515199,0.6910100331571296,0.693626242446401,0.6910069798157336,Greece
14,0.5998862854997421,0.5746980128376956,0.6167067741982284,0.5792179103415352,0.583111357547166,0.5849238443472383,0.5831093841972201,Greece
15,0.5973205232498776,0.5640812142823646,0.6115015767504923,0.5730018069643065,0.5776094425753292,0.5788984584686483,0.5776081672151568,Greece
16,0.6008575836563604,0.5622501669438219,0.6211603620989373,0.5735060434588569,0.5782054111458683,0.5795069096750772,0.5782045868908635,Greece
17,0.7039394243756377,0.666929756476937,0.7266166107021808,0.6767793311351897,0.6814734078778084,0.6821764722698399,0.6814728751684391,Greece
18,0.7462923174193626,0.7024299309713933,0.7576786425946336,0.7159638523428118,0.7202944321015964,0.7219863515272211,0.7202940878158226,Greece
19,0.6628123876522872,0.618067012033047,0.6738033144963551,0.6323694136393417,0.636618843941865,0.6367802432613995,0.6366186214327431,Greece
20,0.7913837971759824,0.739125574593987,0.8048038531054365,0.7559228711823679,0.7598464010923629,0.7592021458222113,0.75984625728651,Greece
